GAME_DATE,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ABBREVIATION,SEASON_TYPE
2024-11-06,1610612763,1610612747,Regular Season
2024-11-06,1610612766,1610612765,Regular Season
2024-11-07,1610612741,1610612750,Regular Season
2024-11-07,1610612749,1610612762,Regular Season
2024-11-07,1610612759,1610612757,Regular Season
2024-11-08,1610612738,1610612751,Regular Season
2024-11-08,1610612739,1610612744,Regular Season
2024-11-08,1610612742,1610612756,Regular Season
2024-11-08,1610612743,1610612748,Regular Season
2024-11-08,1610612747,1610612755,Regular Season
2024-11-08,1610612750,1610612757,Regular Season
2024-11-08,1610612752,1610612749,Regular Season
2024-11-08,1610612753,1610612740,Regular Season
2024-11-08,1610612758,1610612746,Regular Season
2024-11-08,1610612760,1610612745,Regular Season
2024-11-08,1610612763,1610612764,Regular Season
2024-11-08,1610612765,1610612737,Regular Season
2024-11-08,1610612766,1610612754,Regular Season
2024-11-09,1610612737,1610612741,Regular Season
2024-11-09,1610612739,1610612751,Regular Season
2024-11-09,1610612746,1610612761,Regular Season
2024-11-09,1610612759,1610612762,Regular Season
2024-11-10,1610612743,1610612742,Regular Season
2024-11-10,1610612747,1610612761,Regular Season
2024-11-10,1610612749,1610612738,Regular Season
2024-11-10,1610612750,1610612748,Regular Season
2024-11-10,1610612753,1610612764,Regular Season
2024-11-10,1610612754,1610612752,Regular Season
2024-11-10,1610612755,1610612766,Regular Season
2024-11-10,1610612756,1610612758,Regular Season
2024-11-10,1610612757,1610612763,Regular Season
2024-11-10,1610612760,1610612744,Regular Season
2024-11-10,1610612765,1610612745,Regular Season
2024-11-11,1610612740,1610612751,Regular Season
2024-11-11,1610612741,1610612739,Regular Season
2024-11-11,1610612745,1610612764,Regular Season
2024-11-11,1610612759,1610612758,Regular Season
2024-11-11,1610612760,1610612746,Regular Season
2024-11-12,1610612738,1610612737,Regular Season
2024-11-12,1610612744,1610612742,Regular Season
2024-11-12,1610612749,1610612761,Regular Season
2024-11-12,1610612753,1610612766,Regular Season
2024-11-12,1610612755,1610612752,Regular Season
2024-11-12,1610612757,1610612750,Regular Season
2024-11-12,1610612762,1610612756,Regular Season
2024-11-12,1610612765,1610612748,Regular Season
2024-11-13,1610612745,1610612746,Regular Season
2024-11-13,1610612747,1610612763,Regular Season
2024-11-13,1610612749,1610612765,Regular Season
2024-11-13,1610612751,1610612738,Regular Season
2024-11-13,1610612752,1610612741,Regular Season
2024-11-13,1610612753,1610612754,Regular Season
2024-11-13,1610612755,1610612739,Regular Season
2024-11-13,1610612757,1610612750,Regular Season
2024-11-13,1610612758,1610612756,Regular Season
2024-11-13,1610612759,1610612764,Regular Season
2024-11-13,1610612760,1610612740,Regular Season
2024-11-14,1610612762,1610612742,Regular Season
2024-11-15,1610612737,1610612764,Regular Season
2024-11-15,1610612739,1610612741,Regular Season
2024-11-15,1610612740,1610612743,Regular Season
2024-11-15,1610612744,1610612763,Regular Season
2024-11-15,1610612745,1610612746,Regular Season
2024-11-15,1610612752,1610612751,Regular Season
2024-11-15,1610612753,1610612755,Regular Season
2024-11-15,1610612754,1610612748,Regular Season
2024-11-15,1610612758,1610612750,Regular Season
2024-11-15,1610612759,1610612747,Regular Season
2024-11-15,1610612760,1610612756,Regular Season
2024-11-15,1610612761,1610612765,Regular Season
2024-11-16,1610612738,1610612761,Regular Season
2024-11-16,1610612740,1610612747,Regular Season
2024-11-16,1610612742,1610612759,Regular Season
2024-11-16,1610612758,1610612762,Regular Season
2024-11-16,1610612766,1610612749,Regular Season
2024-11-17,1610612739,1610612766,Regular Season
2024-11-17,1610612741,1610612745,Regular Season
2024-11-17,1610612746,1610612762,Regular Season
2024-11-17,1610612750,1610612756,Regular Season
2024-11-17,1610612752,1610612751,Regular Season
2024-11-17,1610612754,1610612748,Regular Season
2024-11-17,1610612757,1610612737,Regular Season
2024-11-17,1610612760,1610612742,Regular Season
2024-11-17,1610612763,1610612743,Regular Season
2024-11-17,1610612764,1610612765,Regular Season
2024-11-18,1610612746,1610612744,Regular Season
2024-11-18,1610612748,1610612755,Regular Season
2024-11-18,1610612749,1610612745,Regular Season
2024-11-18,1610612752,1610612764,Regular Season
2024-11-18,1610612756,1610612753,Regular Season
2024-11-18,1610612758,1610612737,Regular Season
2024-11-18,1610612761,1610612754,Regular Season
2024-11-18,1610612765,1610612741,Regular Season
2024-11-19,1610612738,1610612739,Regular Season
2024-11-19,1610612742,1610612740,Regular Season
2024-11-19,1610612747,1610612762,Regular Season
2024-11-19,1610612751,1610612766,Regular Season
2024-11-19,1610612759,1610612760,Regular Season
2024-11-19,1610612763,1610612743,Regular Season
2024-11-20,1610612739,1610612740,Regular Season
2024-11-20,1610612744,1610612737,Regular Season
2024-11-20,1610612745,1610612754,Regular Season
2024-11-20,1610612746,1610612753,Regular Season
2024-11-20,1610612749,1610612741,Regular Season
2024-11-20,1610612756,1610612752,Regular Season
2024-11-20,1610612760,1610612757,Regular Season
2024-11-20,1610612763,1610612755,Regular Season
2024-11-21,1610612747,1610612753,Regular Season
2024-11-21,1610612759,1610612762,Regular Season
2024-11-21,1610612761,1610612750,Regular Season
2024-11-21,1610612766,1610612765,Regular Season
2024-11-22,1610612740,1610612744,Regular Season
2024-11-22,1610612741,1610612737,Regular Season
2024-11-22,1610612743,1610612742,Regular Season
2024-11-22,1610612745,1610612757,Regular Season
2024-11-22,1610612746,1610612758,Regular Season
2024-11-22,1610612749,1610612754,Regular Season
2024-11-22,1610612755,1610612751,Regular Season
2024-11-22,1610612764,1610612738,Regular Season
2024-11-23,1610612741,1610612763,Regular Season
2024-11-23,1610612745,1610612757,Regular Season
2024-11-23,1610612747,1610612743,Regular Season
2024-11-23,1610612749,1610612766,Regular Season
2024-11-23,1610612753,1610612765,Regular Season
2024-11-23,1610612759,1610612744,Regular Season
2024-11-23,1610612762,1610612752,Regular Season
2024-11-24,1610612738,1610612750,Regular Season
2024-11-24,1610612739,1610612761,Regular Season
2024-11-24,1610612748,1610612742,Regular Season
2024-11-24,1610612754,1610612764,Regular Season
2024-11-24,1610612755,1610612746,Regular Season
2024-11-24,1610612758,1610612751,Regular Season
2024-11-25,1610612737,1610612742,Regular Season
2024-11-25,1610612738,1610612746,Regular Season
2024-11-25,1610612743,1610612752,Regular Season
2024-11-25,1610612744,1610612751,Regular Season
2024-11-25,1610612754,1610612740,Regular Season
2024-11-25,1610612758,1610612760,Regular Season
2024-11-25,1610612763,1610612757,Regular Season
2024-11-25,1610612765,1610612761,Regular Season
2024-11-25,1610612766,1610612753,Regular Season
2024-11-26,1610612748,1610612749,Regular Season
2024-11-26,1610612750,1610612745,Regular Season
2024-11-26,1610612756,1610612747,Regular Season
2024-11-26,1610612762,1610612759,Regular Season
2024-11-26,1610612764,1610612741,Regular Season
2024-11-27,1610612739,1610612737,Regular Season
2024-11-27,1610612740,1610612761,Regular Season
2024-11-27,1610612742,1610612752,Regular Season
2024-11-27,1610612744,1610612760,Regular Season
2024-11-27,1610612750,1610612758,Regular Season
2024-11-27,1610612753,1610612741,Regular Season
2024-11-27,1610612754,1610612757,Regular Season
2024-11-27,1610612755,1610612745,Regular Season
2024-11-27,1610612756,1610612751,Regular Season
2024-11-27,1610612759,1610612747,Regular Season
2024-11-27,1610612762,1610612743,Regular Season
2024-11-27,1610612763,1610612765,Regular Season
2024-11-27,1610612764,1610612746,Regular Season
2024-11-27,1610612766,1610612748,Regular Season
2024-11-29,1610612737,1610612739,Regular Season
2024-11-29,1610612741,1610612738,Regular Season
2024-11-29,1610612747,1610612760,Regular Season
2024-11-29,1610612748,1610612761,Regular Season
2024-11-29,1610612750,1610612746,Regular Season
2024-11-29,1610612751,1610612753,Regular Season
2024-11-29,1610612754,1610612765,Regular Season
2024-11-29,1610612757,1610612758,Regular Season
2024-11-29,1610612763,1610612740,Regular Season
2024-11-29,1610612766,1610612752,Regular Season
2024-11-30,1610612749,1610612764,Regular Season
2024-11-30,1610612756,1610612744,Regular Season
2024-11-30,1610612762,1610612742,Regular Season
2024-11-30,1610612765,1610612755,Regular Season
2024-11-30,1610612766,1610612737,Regular Season
2024-12-01,1610612739,1610612738,Regular Season
2024-12-01,1610612745,1610612760,Regular Season
2024-12-01,1610612746,1610612743,Regular Season
2024-12-01,1610612751,1610612753,Regular Season
2024-12-01,1610612752,1610612740,Regular Season
2024-12-01,1610612757,1610612742,Regular Season
2024-12-01,1610612758,1610612759,Regular Season
2024-12-01,1610612761,1610612748,Regular Season
2024-12-01,1610612762,1610612747,Regular Season
2024-12-01,1610612763,1610612754,Regular Season
2024-12-02,1610612737,1610612740,Regular Season
2024-12-02,1610612738,1610612748,Regular Season
2024-12-02,1610612741,1610612751,Regular Season
2024-12-02,1610612750,1610612747,Regular Season
2024-12-03,1610612739,1610612764,Regular Season
2024-12-03,1610612742,1610612763,Regular Season
2024-12-03,1610612743,1610612744,Regular Season
2024-12-03,1610612746,1610612757,Regular Season
2024-12-03,1610612752,1610612753,Regular Season
2024-12-03,1610612756,1610612759,Regular Season
2024-12-03,1610612758,1610612745,Regular Season
2024-12-03,1610612760,1610612762,Regular Season
2024-12-03,1610612761,1610612754,Regular Season
2024-12-03,1610612765,1610612749,Regular Season
2024-12-03,1610612766,1610612755,Regular Season
2024-12-04,1610612738,1610612765,Regular Season
2024-12-04,1610612746,1610612750,Regular Season
2024-12-04,1610612748,1610612747,Regular Season
2024-12-04,1610612749,1610612737,Regular Season
2024-12-04,1610612751,1610612754,Regular Season
2024-12-04,1610612755,1610612753,Regular Season
2024-12-05,1610612739,1610612743,Regular Season
2024-12-05,1610612740,1610612756,Regular Season
2024-12-05,1610612744,1610612745,Regular Season
2024-12-05,1610612752,1610612766,Regular Season
2024-12-05,1610612759,1610612741,Regular Season
2024-12-05,1610612761,1610612760,Regular Season
2024-12-05,1610612763,1610612758,Regular Season
2024-12-05,1610612764,1610612742,Regular Season
2024-12-06,1610612737,1610612747,Regular Season
2024-12-06,1610612738,1610612749,Regular Season
2024-12-06,1610612741,1610612754,Regular Season
2024-12-06,1610612744,1610612750,Regular Season
2024-12-06,1610612755,1610612753,Regular Season
2024-12-06,1610612757,1610612762,Regular Season
2024-12-06,1610612759,1610612758,Regular Season
2024-12-07,1610612738,1610612763,Regular Season
2024-12-07,1610612740,1610612760,Regular Season
2024-12-07,1610612748,1610612756,Regular Season
2024-12-07,1610612752,1610612765,Regular Season
2024-12-07,1610612761,1610612742,Regular Season
2024-12-07,1610612764,1610612743,Regular Season
2024-12-07,1610612766,1610612739,Regular Season
2024-12-08,1610612737,1610612743,Regular Season
2024-12-08,1610612741,1610612755,Regular Season
2024-12-08,1610612744,1610612750,Regular Season
2024-12-08,1610612746,1610612745,Regular Season
2024-12-08,1610612747,1610612757,Regular Season
2024-12-08,1610612748,1610612739,Regular Season
2024-12-08,1610612751,1610612749,Regular Season
2024-12-08,1610612753,1610612756,Regular Season
2024-12-08,1610612754,1610612766,Regular Season
2024-12-08,1610612758,1610612762,Regular Season
2024-12-08,1610612759,1610612740,Regular Season
2024-12-08,1610612764,1610612763,Regular Season
2024-12-09,1610612761,1610612752,Regular Season
2024-12-10,1610612749,1610612753,Regular Season
2024-12-10,1610612760,1610612742,Regular Season
2024-12-11,1610612745,1610612744,Regular Season
2024-12-11,1610612752,1610612737,Regular Season
2024-12-12,1610612738,1610612765,Regular Season
2024-12-12,1610612740,1610612758,Regular Season
2024-12-12,1610612748,1610612761,Regular Season
2024-12-13,1610612739,1610612764,Regular Season
2024-12-13,1610612741,1610612766,Regular Season
2024-12-13,1610612743,1610612746,Regular Season
2024-12-13,1610612750,1610612747,Regular Season
2024-12-13,1610612755,1610612754,Regular Season
2024-12-13,1610612757,1610612759,Regular Season
2024-12-13,1610612762,1610612756,Regular Season
2024-12-13,1610612763,1610612751,Regular Season
2024-12-14,1610612749,1610612737,Regular Season
2024-12-14,1610612760,1610612745,Regular Season
2024-12-15,1610612744,1610612742,Regular Season
2024-12-15,1610612747,1610612763,Regular Season
2024-12-15,1610612753,1610612752,Regular Season
2024-12-15,1610612754,1610612740,Regular Season
2024-12-15,1610612756,1610612757,Regular Season
2024-12-15,1610612759,1610612750,Regular Season
2024-12-15,1610612764,1610612738,Regular Season
2024-12-16,1610612746,1610612762,Regular Season
2024-12-16,1610612751,1610612739,Regular Season
2024-12-16,1610612758,1610612743,Regular Season
2024-12-16,1610612761,1610612741,Regular Season
2024-12-16,1610612765,1610612748,Regular Season
2024-12-16,1610612766,1610612755,Regular Season
2024-12-19,1610612738,1610612741,Regular Season
2024-12-19,1610612742,1610612746,Regular Season
2024-12-19,1610612745,1610612740,Regular Season
2024-12-19,1610612750,1610612752,Regular Season
2024-12-19,1610612753,1610612760,Regular Season
2024-12-19,1610612756,1610612754,Regular Season
2024-12-19,1610612757,1610612743,Regular Season
2024-12-19,1610612758,1610612747,Regular Season
2024-12-19,1610612759,1610612737,Regular Season
2024-12-19,1610612761,1610612751,Regular Season
2024-12-19,1610612763,1610612744,Regular Season
2024-12-19,1610612764,1610612766,Regular Season
2024-12-19,1610612765,1610612762,Regular Season
2024-12-20,1610612739,1610612749,Regular Season
2024-12-20,1610612748,1610612760,Regular Season
2024-12-20,1610612755,1610612766,Regular Season
2024-12-21,1610612737,1610612763,Regular Season
2024-12-21,1610612739,1610612755,Regular Season
2024-12-21,1610612740,1610612752,Regular Season
2024-12-21,1610612741,1610612738,Regular Season
2024-12-21,1610612742,1610612746,Regular Season
2024-12-21,1610612749,1610612764,Regular Season
2024-12-21,1610612750,1610612744,Regular Season
2024-12-21,1610612751,1610612762,Regular Season
2024-12-21,1610612753,1610612748,Regular Season
2024-12-21,1610612756,1610612765,Regular Season
2024-12-21,1610612758,1610612747,Regular Season
2024-12-21,1610612759,1610612757,Regular Season
2024-12-22,1610612740,1610612743,Regular Season
2024-12-22,1610612758,1610612754,Regular Season
2024-12-22,1610612761,1610612745,Regular Season
2024-12-23,1610612737,1610612750,Regular Season
2024-12-23,1610612739,1610612762,Regular Season
2024-12-23,1610612741,1610612749,Regular Season
2024-12-23,1610612742,1610612757,Regular Season
2024-12-23,1610612743,1610612756,Regular Season
2024-12-23,1610612744,1610612754,Regular Season
2024-12-23,1610612747,1610612765,Regular Season
2024-12-23,1610612748,1610612751,Regular Season
2024-12-23,1610612752,1610612761,Regular Season
2024-12-23,1610612753,1610612738,Regular Season
2024-12-23,1610612755,1610612759,Regular Season
2024-12-23,1610612760,1610612764,Regular Season
2024-12-23,1610612763,1610612746,Regular Season
2024-12-23,1610612766,1610612745,Regular Season
2024-12-25,1610612738,1610612755,Regular Season
2024-12-25,1610612742,1610612750,Regular Season
2024-12-25,1610612744,1610612747,Regular Season
2024-12-25,1610612752,1610612759,Regular Season
2024-12-25,1610612756,1610612743,Regular Season
2024-12-26,1610612737,1610612741,Regular Season
2024-12-26,1610612740,1610612745,Regular Season
2024-12-26,1610612749,1610612751,Regular Season
2024-12-26,1610612753,1610612748,Regular Season
2024-12-26,1610612754,1610612760,Regular Season
2024-12-26,1610612757,1610612762,Regular Season
2024-12-26,1610612758,1610612765,Regular Season
2024-12-26,1610612763,1610612761,Regular Season
2024-12-26,1610612764,1610612766,Regular Season
2024-12-27,1610612738,1610612754,Regular Season
2024-12-27,1610612740,1610612763,Regular Season
2024-12-27,1610612743,1610612739,Regular Season
2024-12-27,1610612745,1610612750,Regular Season
2024-12-27,1610612746,1610612744,Regular Season
2024-12-27,1610612751,1610612759,Regular Season
2024-12-27,1610612753,1610612752,Regular Season
2024-12-27,1610612756,1610612742,Regular Season
2024-12-28,1610612737,1610612748,Regular Season
2024-12-28,1610612741,1610612749,Regular Season
2024-12-28,1610612743,1610612765,Regular Season
2024-12-28,1610612744,1610612756,Regular Season
2024-12-28,1610612747,1610612758,Regular Season
2024-12-28,1610612757,1610612742,Regular Season
2024-12-28,1610612762,1610612755,Regular Season
2024-12-28,1610612764,1610612752,Regular Season
2024-12-28,1610612766,1610612760,Regular Season
2024-12-29,1610612738,1610612754,Regular Season
2024-12-29,1610612745,1610612748,Regular Season
2024-12-29,1610612750,1610612759,Regular Season
2024-12-29,1610612753,1610612751,Regular Season
2024-12-29,1610612760,1610612763,Regular Season
2024-12-29,1610612761,1610612737,Regular Season
2024-12-30,1610612740,1610612746,Regular Season
2024-12-30,1610612744,1610612739,Regular Season
2024-12-30,1610612757,1610612755,Regular Season
2024-12-30,1610612758,1610612742,Regular Season
2024-12-30,1610612762,1610612743,Regular Season
2024-12-30,1610612764,1610612752,Regular Season
2024-12-30,1610612766,1610612741,Regular Season
2024-12-31,1610612738,1610612761,Regular Season
2024-12-31,1610612747,1610612739,Regular Season
2024-12-31,1610612754,1610612749,Regular Season
2024-12-31,1610612756,1610612763,Regular Season
2024-12-31,1610612759,1610612746,Regular Season
2024-12-31,1610612760,1610612750,Regular Season
2025-01-01,1610612743,1610612737,Regular Season
2025-01-01,1610612745,1610612742,Regular Season
2025-01-01,1610612748,1610612740,Regular Season
2025-01-01,1610612752,1610612762,Regular Season
2025-01-01,1610612758,1610612755,Regular Season
2025-01-01,1610612761,1610612751,Regular Season
2025-01-01,1610612764,1610612741,Regular Season
2025-01-01,1610612765,1610612753,Regular Season
2025-01-02,1610612744,1610612755,Regular Season
2025-01-02,1610612747,1610612757,Regular Season
2025-01-02,1610612748,1610612754,Regular Season
2025-01-02,1610612749,1610612751,Regular Season
2025-01-02,1610612750,1610612738,Regular Season
2025-01-02,1610612760,1610612746,Regular Season
2025-01-03,1610612740,1610612764,Regular Season
2025-01-03,1610612742,1610612739,Regular Season
2025-01-03,1610612743,1610612759,Regular Season
2025-01-03,1610612745,1610612738,Regular Season
2025-01-03,1610612747,1610612737,Regular Season
2025-01-03,1610612758,1610612763,Regular Season
2025-01-03,1610612760,1610612752,Regular Season
2025-01-03,1610612761,1610612753,Regular Season
2025-01-03,1610612765,1610612766,Regular Season
2025-01-04,1610612741,1610612752,Regular Season
2025-01-04,1610612744,1610612763,Regular Season
2025-01-04,1610612746,1610612737,Regular Season
2025-01-04,1610612748,1610612762,Regular Season
2025-01-04,1610612749,1610612757,Regular Season
2025-01-04,1610612751,1610612755,Regular Season
2025-01-04,1610612754,1610612756,Regular Season
2025-01-04,1610612759,1610612743,Regular Season
2025-01-04,1610612765,1610612750,Regular Season
2025-01-05,1610612739,1610612766,Regular Season
2025-01-05,1610612744,1610612758,Regular Season
2025-01-05,1610612745,1610612747,Regular Season
2025-01-05,1610612753,1610612762,Regular Season
2025-01-05,1610612760,1610612738,Regular Season
2025-01-05,1610612764,1610612740,Regular Season
2025-01-06,1610612741,1610612759,Regular Season
2025-01-06,1610612750,1610612746,Regular Season
2025-01-06,1610612751,1610612754,Regular Season
2025-01-06,1610612752,1610612753,Regular Season
2025-01-06,1610612755,1610612756,Regular Season
2025-01-06,1610612758,1610612748,Regular Season
2025-01-06,1610612761,1610612749,Regular Season
2025-01-06,1610612763,1610612742,Regular Season
2025-01-06,1610612765,1610612757,Regular Season
2025-01-07,1610612740,1610612750,Regular Season
2025-01-07,1610612742,1610612747,Regular Season
2025-01-07,1610612743,1610612738,Regular Season
2025-01-07,1610612744,1610612748,Regular Season
2025-01-07,1610612762,1610612737,Regular Season
2025-01-07,1610612764,1610612745,Regular Season
2025-01-07,1610612766,1610612756,Regular Season
2025-01-08,1610612739,1610612760,Regular Season
2025-01-08,1610612740,1610612757,Regular Season
2025-01-08,1610612743,1610612746,Regular Season
2025-01-08,1610612749,1610612759,Regular Season
2025-01-08,1610612751,1610612765,Regular Season
2025-01-08,1610612752,1610612761,Regular Season
2025-01-08,1610612754,1610612741,Regular Season
2025-01-08,1610612755,1610612764,Regular Season
2025-01-09,1610612739,1610612761,Regular Season
2025-01-09,1610612742,1610612757,Regular Season
2025-01-09,1610612753,1610612750,Regular Season
2025-01-09,1610612756,1610612737,Regular Season
2025-01-09,1610612762,1610612748,Regular Season
2025-01-09,1610612763,1610612745,Regular Season
2025-01-09,1610612765,1610612744,Regular Season
2025-01-10,1610612738,1610612758,Regular Season
2025-01-10,1610612741,1610612764,Regular Season
2025-01-10,1610612743,1610612751,Regular Season
2025-01-10,1610612752,1610612760,Regular Season
2025-01-10,1610612753,1610612749,Regular Season
2025-01-10,1610612754,1610612744,Regular Season
2025-01-10,1610612755,1610612740,Regular Season
2025-01-11,1610612750,1610612763,Regular Season
2025-01-11,1610612756,1610612762,Regular Season
2025-01-11,1610612757,1610612748,Regular Season
2025-01-11,1610612765,1610612761,Regular Season
2025-01-12,1610612738,1610612740,Regular Season
2025-01-12,1610612739,1610612754,Regular Season
2025-01-12,1610612741,1610612758,Regular Season
2025-01-12,1610612742,1610612743,Regular Season
2025-01-12,1610612752,1610612749,Regular Season
2025-01-12,1610612753,1610612755,Regular Season
2025-01-12,1610612756,1610612766,Regular Season
2025-01-12,1610612762,1610612751,Regular Season
2025-01-12,1610612764,1610612760,Regular Season
2025-01-13,1610612745,1610612763,Regular Season
2025-01-13,1610612746,1610612748,Regular Season
2025-01-13,1610612747,1610612759,Regular Season
2025-01-13,1610612752,1610612765,Regular Season
2025-01-13,1610612761,1610612744,Regular Season
2025-01-13,1610612764,1610612750,Regular Season
2025-01-14,1610612737,1610612756,Regular Season
2025-01-14,1610612741,1610612740,Regular Season
2025-01-14,1610612742,1610612743,Regular Season
2025-01-14,1610612749,1610612758,Regular Season
2025-01-14,1610612754,1610612739,Regular Season
2025-01-14,1610612755,1610612760,Regular Season
2025-01-14,1610612757,1610612751,Regular Season
2025-01-15,1610612740,1610612742,Regular Season
2025-01-15,1610612741,1610612737,Regular Season
2025-01-15,1610612743,1610612745,Regular Season
2025-01-15,1610612746,1610612751,Regular Season
2025-01-15,1610612747,1610612748,Regular Season
2025-01-15,1610612749,1610612753,Regular Season
2025-01-15,1610612750,1610612744,Regular Season
2025-01-15,1610612755,1610612752,Regular Season
2025-01-15,1610612759,1610612763,Regular Season
2025-01-15,1610612761,1610612738,Regular Season
2025-01-15,1610612762,1610612766,Regular Season
2025-01-16,1610612757,1610612746,Regular Season
2025-01-16,1610612758,1610612745,Regular Season
2025-01-16,1610612760,1610612739,Regular Season
2025-01-16,1610612764,1610612756,Regular Season
2025-01-16,1610612765,1610612754,Regular Season
