GAME_DATE,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ABBREVIATION,SEASON_TYPE
2025-01-17,1610612738,1610612753,Regular Season
2025-01-17,1610612740,1610612762,Regular Season
2025-01-17,1610612741,1610612766,Regular Season
2025-01-17,1610612742,1610612760,Regular Season
2025-01-17,1610612747,1610612751,Regular Season
2025-01-17,1610612748,1610612743,Regular Season
2025-01-17,1610612749,1610612761,Regular Season
2025-01-17,1610612752,1610612750,Regular Season
2025-01-17,1610612759,1610612763,Regular Season
2025-01-18,1610612738,1610612737,Regular Season
2025-01-18,1610612744,1610612764,Regular Season
2025-01-18,1610612750,1610612739,Regular Season
2025-01-18,1610612754,1610612755,Regular Season
2025-01-18,1610612757,1610612745,Regular Season
2025-01-18,1610612765,1610612756,Regular Season
2025-01-19,1610612746,1610612747,Regular Season
2025-01-19,1610612748,1610612759,Regular Season
2025-01-19,1610612749,1610612755,Regular Season
2025-01-19,1610612753,1610612743,Regular Season
2025-01-19,1610612757,1610612741,Regular Season
2025-01-19,1610612758,1610612764,Regular Season
2025-01-19,1610612760,1610612751,Regular Season
2025-01-20,1610612739,1610612756,Regular Season
2025-01-20,1610612740,1610612762,Regular Season
2025-01-20,1610612744,1610612738,Regular Season
2025-01-20,1610612745,1610612765,Regular Season
2025-01-20,1610612746,1610612741,Regular Season
2025-01-20,1610612752,1610612737,Regular Season
2025-01-20,1610612763,1610612750,Regular Season
2025-01-20,1610612766,1610612742,Regular Season
2025-01-21,1610612743,1610612755,Regular Season
2025-01-21,1610612747,1610612764,Regular Season
2025-01-21,1610612748,1610612757,Regular Season
2025-01-21,1610612751,1610612752,Regular Season
2025-01-21,1610612761,1610612753,Regular Season
2025-01-22,1610612737,1610612765,Regular Season
2025-01-22,1610612742,1610612750,Regular Season
2025-01-22,1610612745,1610612739,Regular Season
2025-01-22,1610612746,1610612738,Regular Season
2025-01-22,1610612751,1610612756,Regular Season
2025-01-22,1610612758,1610612744,Regular Season
2025-01-22,1610612760,1610612762,Regular Season
2025-01-22,1610612763,1610612766,Regular Season
2025-01-23,1610612737,1610612761,Regular Season
2025-01-23,1610612743,1610612758,Regular Season
2025-01-23,1610612744,1610612741,Regular Season
2025-01-23,1610612746,1610612764,Regular Season
2025-01-23,1610612747,1610612738,Regular Season
2025-01-23,1610612749,1610612748,Regular Season
2025-01-23,1610612753,1610612757,Regular Season
2025-01-23,1610612754,1610612759,Regular Season
2025-01-23,1610612760,1610612742,Regular Season
2025-01-24,1610612755,1610612739,Regular Season
2025-01-24,1610612763,1610612740,Regular Season
2025-01-24,1610612766,1610612757,Regular Season
2025-01-25,1610612737,1610612761,Regular Season
2025-01-25,1610612739,1610612745,Regular Season
2025-01-25,1610612741,1610612755,Regular Season
2025-01-25,1610612742,1610612738,Regular Season
2025-01-25,1610612744,1610612747,Regular Season
2025-01-25,1610612746,1610612749,Regular Season
2025-01-25,1610612750,1610612743,Regular Season
2025-01-25,1610612751,1610612748,Regular Season
2025-01-25,1610612752,1610612758,Regular Season
2025-01-25,1610612753,1610612765,Regular Season
2025-01-25,1610612756,1610612764,Regular Season
2025-01-25,1610612759,1610612754,Regular Season
2025-01-25,1610612763,1610612762,Regular Season
2025-01-25,1610612766,1610612740,Regular Season
2025-01-26,1610612757,1610612760,Regular Season
2025-01-27,1610612738,1610612745,Regular Season
2025-01-27,1610612739,1610612765,Regular Season
2025-01-27,1610612741,1610612743,Regular Season
2025-01-27,1610612742,1610612764,Regular Season
2025-01-27,1610612748,1610612753,Regular Season
2025-01-27,1610612750,1610612737,Regular Season
2025-01-27,1610612751,1610612758,Regular Season
2025-01-27,1610612752,1610612763,Regular Season
2025-01-27,1610612756,1610612746,Regular Season
2025-01-27,1610612761,1610612740,Regular Season
2025-01-27,1610612762,1610612749,Regular Season
2025-01-27,1610612766,1610612747,Regular Season
2025-01-28,1610612737,1610612745,Regular Season
2025-01-28,1610612744,1610612762,Regular Season
2025-01-28,1610612755,1610612747,Regular Season
2025-01-28,1610612757,1610612749,Regular Season
2025-01-29,1610612738,1610612741,Regular Season
2025-01-29,1610612740,1610612742,Regular Season
2025-01-29,1610612744,1610612760,Regular Season
2025-01-29,1610612748,1610612739,Regular Season
2025-01-29,1610612752,1610612743,Regular Season
2025-01-29,1610612754,1610612765,Regular Season
2025-01-29,1610612755,1610612758,Regular Season
2025-01-29,1610612756,1610612750,Regular Season
2025-01-29,1610612759,1610612746,Regular Season
2025-01-29,1610612764,1610612761,Regular Season
2025-01-29,1610612766,1610612751,Regular Season
2025-01-30,1610612739,1610612737,Regular Season
2025-01-30,1610612757,1610612753,Regular Season
2025-01-30,1610612762,1610612750,Regular Season
2025-01-30,1610612763,1610612745,Regular Season
2025-01-30,1610612764,1610612747,Regular Season
2025-01-31,1610612740,1610612738,Regular Season
2025-01-31,1610612744,1610612756,Regular Season
2025-01-31,1610612755,1610612743,Regular Season
2025-01-31,1610612759,1610612749,Regular Season
2025-01-31,1610612761,1610612741,Regular Season
2025-01-31,1610612765,1610612742,Regular Season
2025-01-31,1610612766,1610612746,Regular Season
2025-02-01,1610612745,1610612751,Regular Season
2025-02-01,1610612750,1610612764,Regular Season
2025-02-01,1610612752,1610612747,Regular Season
2025-02-01,1610612754,1610612737,Regular Season
2025-02-01,1610612757,1610612756,Regular Season
2025-02-01,1610612759,1610612748,Regular Season
2025-02-01,1610612760,1610612758,Regular Season
2025-02-01,1610612762,1610612753,Regular Season
2025-02-01,1610612766,1610612743,Regular Season
2025-02-02,1610612739,1610612742,Regular Season
2025-02-02,1610612749,1610612763,Regular Season
2025-02-02,1610612755,1610612738,Regular Season
2025-02-02,1610612761,1610612746,Regular Season
2025-02-02,1610612765,1610612741,Regular Season
2025-02-03,1610612743,1610612740,Regular Season
2025-02-03,1610612744,1610612753,Regular Season
2025-02-03,1610612750,1610612758,Regular Season
2025-02-03,1610612752,1610612745,Regular Season
2025-02-03,1610612757,1610612756,Regular Season
2025-02-03,1610612760,1610612749,Regular Season
2025-02-03,1610612762,1610612754,Regular Season
2025-02-03,1610612763,1610612759,Regular Season
2025-02-03,1610612765,1610612737,Regular Season
2025-02-03,1610612766,1610612764,Regular Season
2025-02-04,1610612739,1610612738,Regular Season
2025-02-04,1610612741,1610612748,Regular Season
2025-02-04,1610612746,1610612747,Regular Season
2025-02-04,1610612751,1610612745,Regular Season
2025-02-04,1610612755,1610612742,Regular Season
2025-02-04,1610612757,1610612754,Regular Season
2025-02-04,1610612761,1610612752,Regular Season
2025-02-05,1610612737,1610612759,Regular Season
2025-02-05,1610612743,1610612740,Regular Season
2025-02-05,1610612750,1610612741,Regular Season
2025-02-05,1610612751,1610612764,Regular Season
2025-02-05,1610612755,1610612748,Regular Season
2025-02-05,1610612758,1610612753,Regular Season
2025-02-05,1610612760,1610612756,Regular Season
2025-02-05,1610612761,1610612763,Regular Season
2025-02-05,1610612762,1610612744,Regular Season
2025-02-05,1610612765,1610612739,Regular Season
2025-02-05,1610612766,1610612749,Regular Season
2025-02-06,1610612738,1610612742,Regular Season
2025-02-06,1610612743,1610612753,Regular Season
2025-02-06,1610612746,1610612754,Regular Season
2025-02-06,1610612747,1610612744,Regular Season
2025-02-06,1610612750,1610612745,Regular Season
2025-02-06,1610612757,1610612758,Regular Season
2025-02-07,1610612737,1610612749,Regular Season
2025-02-07,1610612751,1610612748,Regular Season
2025-02-07,1610612756,1610612762,Regular Season
2025-02-07,1610612760,1610612761,Regular Season
2025-02-07,1610612764,1610612739,Regular Season
2025-02-07,1610612765,1610612755,Regular Season
2025-02-07,1610612766,1610612759,Regular Season
2025-02-08,1610612741,1610612744,Regular Season
2025-02-08,1610612742,1610612745,Regular Season
2025-02-08,1610612746,1610612762,Regular Season
2025-02-08,1610612747,1610612754,Regular Season
2025-02-08,1610612750,1610612757,Regular Season
2025-02-08,1610612752,1610612738,Regular Season
2025-02-08,1610612753,1610612759,Regular Season
2025-02-08,1610612756,1610612743,Regular Season
2025-02-08,1610612758,1610612740,Regular Season
2025-02-08,1610612763,1610612760,Regular Season
2025-02-08,1610612764,1610612737,Regular Season
2025-02-09,1610612745,1610612761,Regular Season
2025-02-09,1610612749,1610612755,Regular Season
2025-02-09,1610612765,1610612766,Regular Season
2025-02-10,1610612739,1610612750,Regular Season
2025-02-10,1610612742,1610612758,Regular Season
2025-02-10,1610612743,1610612757,Regular Season
2025-02-10,1610612747,1610612762,Regular Season
2025-02-10,1610612748,1610612738,Regular Season
2025-02-10,1610612749,1610612744,Regular Season
2025-02-10,1610612751,1610612766,Regular Season
2025-02-10,1610612753,1610612737,Regular Season
2025-02-10,1610612760,1610612740,Regular Season
2025-02-10,1610612764,1610612759,Regular Season
2025-02-11,1610612741,1610612765,Regular Season
2025-02-11,1610612754,1610612752,Regular Season
2025-02-11,1610612755,1610612761,Regular Season
2025-02-11,1610612756,1610612763,Regular Season
2025-02-12,1610612738,1610612759,Regular Season
2025-02-12,1610612740,1610612758,Regular Season
2025-02-12,1610612741,1610612765,Regular Season
2025-02-12,1610612742,1610612744,Regular Season
2025-02-12,1610612743,1610612757,Regular Season
2025-02-12,1610612745,1610612756,Regular Season
2025-02-12,1610612746,1610612763,Regular Season
2025-02-12,1610612750,1610612749,Regular Season
2025-02-12,1610612751,1610612755,Regular Season
2025-02-12,1610612752,1610612737,Regular Season
2025-02-12,1610612753,1610612766,Regular Season
2025-02-12,1610612760,1610612748,Regular Season
2025-02-12,1610612761,1610612739,Regular Season
2025-02-12,1610612762,1610612747,Regular Season
2025-02-12,1610612764,1610612754,Regular Season
2025-02-13,1610612740,1610612758,Regular Season
2025-02-13,1610612742,1610612748,Regular Season
2025-02-13,1610612745,1610612744,Regular Season
2025-02-13,1610612750,1610612760,Regular Season
2025-02-13,1610612762,1610612746,Regular Season
2025-02-19,1610612747,1610612766,Regular Season
2025-02-20,1610612737,1610612753,Regular Season
2025-02-20,1610612743,1610612766,Regular Season
2025-02-20,1610612749,1610612746,Regular Season
2025-02-20,1610612751,1610612739,Regular Season
2025-02-20,1610612752,1610612741,Regular Season
2025-02-20,1610612754,1610612763,Regular Season
2025-02-20,1610612755,1610612738,Regular Season
2025-02-20,1610612757,1610612747,Regular Season
2025-02-20,1610612759,1610612756,Regular Season
2025-02-21,1610612739,1610612752,Regular Season
2025-02-21,1610612742,1610612740,Regular Season
2025-02-21,1610612745,1610612750,Regular Season
2025-02-21,1610612753,1610612763,Regular Season
2025-02-21,1610612758,1610612744,Regular Season
2025-02-21,1610612759,1610612765,Regular Season
2025-02-21,1610612761,1610612748,Regular Season
2025-02-21,1610612762,1610612760,Regular Season
2025-02-21,1610612764,1610612749,Regular Season
2025-02-22,1610612741,1610612756,Regular Season
2025-02-22,1610612743,1610612747,Regular Season
2025-02-22,1610612755,1610612751,Regular Season
2025-02-22,1610612757,1610612766,Regular Season
2025-02-22,1610612762,1610612745,Regular Season
2025-02-23,1610612737,1610612765,Regular Season
2025-02-23,1610612738,1610612752,Regular Season
2025-02-23,1610612739,1610612763,Regular Season
2025-02-23,1610612740,1610612759,Regular Season
2025-02-23,1610612744,1610612742,Regular Season
2025-02-23,1610612749,1610612748,Regular Season
2025-02-23,1610612750,1610612760,Regular Season
2025-02-23,1610612753,1610612764,Regular Season
2025-02-23,1610612754,1610612746,Regular Season
2025-02-23,1610612761,1610612756,Regular Season
2025-02-24,1610612737,1610612748,Regular Season
2025-02-24,1610612754,1610612743,Regular Season
2025-02-24,1610612755,1610612741,Regular Season
2025-02-24,1610612758,1610612766,Regular Season
2025-02-24,1610612760,1610612750,Regular Season
2025-02-24,1610612762,1610612757,Regular Season
2025-02-24,1610612764,1610612751,Regular Season
2025-02-24,1610612765,1610612746,Regular Season
2025-02-25,1610612740,1610612759,Regular Season
2025-02-25,1610612744,1610612766,Regular Season
2025-02-25,1610612745,1610612749,Regular Season
2025-02-25,1610612747,1610612742,Regular Season
2025-02-25,1610612753,1610612739,Regular Season
2025-02-25,1610612761,1610612738,Regular Season
2025-02-25,1610612763,1610612756,Regular Season
2025-02-26,1610612741,1610612746,Regular Season
2025-02-26,1610612745,1610612759,Regular Season
2025-02-26,1610612748,1610612737,Regular Season
2025-02-26,1610612751,1610612760,Regular Season
2025-02-26,1610612752,1610612755,Regular Season
2025-02-26,1610612754,1610612761,Regular Season
2025-02-26,1610612762,1610612758,Regular Season
2025-02-26,1610612764,1610612757,Regular Season
2025-02-26,1610612765,1610612738,Regular Season
2025-02-27,1610612742,1610612766,Regular Season
2025-02-27,1610612747,1610612750,Regular Season
2025-02-27,1610612749,1610612743,Regular Season
2025-02-27,1610612753,1610612744,Regular Season
2025-02-27,1610612756,1610612740,Regular Season
2025-02-28,1610612737,1610612760,Regular Season
2025-02-28,1610612738,1610612739,Regular Season
2025-02-28,1610612741,1610612761,Regular Season
2025-02-28,1610612747,1610612746,Regular Season
2025-02-28,1610612748,1610612754,Regular Season
2025-02-28,1610612751,1610612757,Regular Season
2025-02-28,1610612756,1610612740,Regular Season
2025-02-28,1610612762,1610612750,Regular Season
2025-02-28,1610612763,1610612752,Regular Season
2025-02-28,1610612765,1610612743,Regular Season
2025-03-01,1610612742,1610612749,Regular Season
2025-03-01,1610612745,1610612758,Regular Season
2025-03-01,1610612755,1610612744,Regular Season
2025-03-01,1610612763,1610612759,Regular Season
2025-03-01,1610612765,1610612751,Regular Season
2025-03-01,1610612766,1610612764,Regular Season
2025-03-02,1610612738,1610612743,Regular Season
2025-03-02,1610612739,1610612757,Regular Season
2025-03-02,1610612747,1610612746,Regular Season
2025-03-02,1610612748,1610612752,Regular Season
2025-03-02,1610612753,1610612761,Regular Season
2025-03-02,1610612754,1610612741,Regular Season
2025-03-02,1610612756,1610612750,Regular Season
2025-03-02,1610612759,1610612760,Regular Season
2025-03-02,1610612762,1610612740,Regular Season
2025-03-03,1610612742,1610612758,Regular Season
2025-03-03,1610612748,1610612764,Regular Season
2025-03-03,1610612755,1610612757,Regular Season
2025-03-03,1610612760,1610612745,Regular Season
2025-03-03,1610612762,1610612765,Regular Season
2025-03-03,1610612763,1610612737,Regular Season
2025-03-03,1610612766,1610612744,Regular Season
2025-03-04,1610612737,1610612749,Regular Season
2025-03-04,1610612741,1610612739,Regular Season
2025-03-04,1610612747,1610612740,Regular Season
2025-03-04,1610612750,1610612755,Regular Season
2025-03-04,1610612752,1610612744,Regular Season
2025-03-04,1610612753,1610612761,Regular Season
2025-03-04,1610612754,1610612745,Regular Season
2025-03-04,1610612756,1610612746,Regular Season
2025-03-04,1610612759,1610612751,Regular Season
2025-03-05,1610612738,1610612757,Regular Season
2025-03-05,1610612739,1610612748,Regular Season
2025-03-05,1610612743,1610612758,Regular Season
2025-03-05,1610612746,1610612765,Regular Season
2025-03-05,1610612749,1610612742,Regular Season
2025-03-05,1610612763,1610612760,Regular Season
2025-03-05,1610612764,1610612762,Regular Season
2025-03-05,1610612766,1610612750,Regular Season
2025-03-06,1610612737,1610612754,Regular Season
2025-03-06,1610612738,1610612755,Regular Season
2025-03-06,1610612740,1610612745,Regular Season
2025-03-06,1610612747,1610612752,Regular Season
2025-03-06,1610612751,1610612744,Regular Season
2025-03-06,1610612753,1610612741,Regular Season
2025-03-07,1610612742,1610612763,Regular Season
2025-03-07,1610612743,1610612756,Regular Season
2025-03-07,1610612746,1610612752,Regular Season
2025-03-07,1610612748,1610612750,Regular Season
2025-03-07,1610612758,1610612759,Regular Season
2025-03-07,1610612760,1610612757,Regular Season
2025-03-07,1610612761,1610612762,Regular Season
2025-03-07,1610612766,1610612739,Regular Season
2025-03-08,1610612737,1610612754,Regular Season
2025-03-08,1610612738,1610612747,Regular Season
2025-03-08,1610612744,1610612765,Regular Season
2025-03-08,1610612745,1610612740,Regular Season
2025-03-08,1610612748,1610612741,Regular Season
2025-03-08,1610612749,1610612753,Regular Season
2025-03-08,1610612761,1610612764,Regular Season
2025-03-08,1610612766,1610612751,Regular Season
2025-03-09,1610612740,1610612763,Regular Season
2025-03-09,1610612742,1610612756,Regular Season
2025-03-09,1610612746,1610612758,Regular Season
2025-03-09,1610612749,1610612739,Regular Season
2025-03-09,1610612750,1610612759,Regular Season
2025-03-09,1610612755,1610612762,Regular Season
2025-03-09,1610612757,1610612765,Regular Season
2025-03-09,1610612760,1610612743,Regular Season
2025-03-10,1610612737,1610612755,Regular Season
2025-03-10,1610612738,1610612762,Regular Season
2025-03-10,1610612741,1610612754,Regular Season
2025-03-10,1610612744,1610612757,Regular Season
2025-03-10,1610612745,1610612753,Regular Season
2025-03-10,1610612748,1610612766,Regular Season
2025-03-10,1610612751,1610612747,Regular Season
2025-03-10,1610612758,1610612752,Regular Season
2025-03-10,1610612759,1610612742,Regular Season
2025-03-10,1610612760,1610612743,Regular Season
2025-03-10,1610612761,1610612764,Regular Season
2025-03-10,1610612763,1610612756,Regular Season
2025-03-11,1610612739,1610612751,Regular Season
2025-03-11,1610612740,1610612746,Regular Season
2025-03-11,1610612754,1610612749,Regular Season
2025-03-11,1610612765,1610612764,Regular Season
2025-03-12,1610612737,1610612766,Regular Season
2025-03-12,1610612738,1610612760,Regular Season
2025-03-12,1610612743,1610612750,Regular Season
2025-03-12,1610612745,1610612756,Regular Season
2025-03-12,1610612748,1610612746,Regular Season
2025-03-12,1610612757,1610612752,Regular Season
2025-03-12,1610612759,1610612742,Regular Season
2025-03-12,1610612761,1610612755,Regular Season
2025-03-12,1610612763,1610612762,Regular Season
2025-03-13,1610612740,1610612753,Regular Season
2025-03-13,1610612741,1610612751,Regular Season
2025-03-13,1610612744,1610612758,Regular Season
2025-03-13,1610612749,1610612747,Regular Season
2025-03-13,1610612765,1610612764,Regular Season
2025-03-14,1610612737,1610612746,Regular Season
2025-03-14,1610612743,1610612747,Regular Season
2025-03-14,1610612745,1610612742,Regular Season
2025-03-14,1610612748,1610612738,Regular Season
2025-03-14,1610612750,1610612753,Regular Season
2025-03-14,1610612755,1610612754,Regular Season
2025-03-14,1610612756,1610612758,Regular Season
2025-03-14,1610612759,1610612766,Regular Season
2025-03-14,1610612762,1610612761,Regular Season
2025-03-14,1610612763,1610612739,Regular Season
2025-03-15,1610612743,1610612764,Regular Season
2025-03-15,1610612744,1610612752,Regular Season
2025-03-15,1610612745,1610612741,Regular Season
2025-03-15,1610612749,1610612754,Regular Season
2025-03-15,1610612751,1610612738,Regular Season
2025-03-15,1610612759,1610612740,Regular Season
2025-03-15,1610612763,1610612748,Regular Season
2025-03-15,1610612765,1610612760,Regular Season
2025-03-16,1610612739,1610612753,Regular Season
2025-03-16,1610612742,1610612755,Regular Season
2025-03-16,1610612746,1610612766,Regular Season
2025-03-16,1610612747,1610612756,Regular Season
2025-03-16,1610612749,1610612760,Regular Season
2025-03-16,1610612750,1610612762,Regular Season
2025-03-16,1610612751,1610612737,Regular Season
2025-03-16,1610612757,1610612761,Regular Season
2025-03-17,1610612740,1610612765,Regular Season
2025-03-17,1610612744,1610612743,Regular Season
2025-03-17,1610612745,1610612755,Regular Season
2025-03-17,1610612747,1610612759,Regular Season
2025-03-17,1610612750,1610612754,Regular Season
2025-03-17,1610612752,1610612748,Regular Season
2025-03-17,1610612756,1610612761,Regular Season
2025-03-17,1610612757,1610612764,Regular Season
2025-03-17,1610612758,1610612763,Regular Season
2025-03-17,1610612762,1610612741,Regular Season
2025-03-18,1610612738,1610612751,Regular Season
2025-03-18,1610612744,1610612749,Regular Season
2025-03-18,1610612746,1610612739,Regular Season
2025-03-18,1610612766,1610612737,Regular Season
2025-03-19,1610612747,1610612743,Regular Season
2025-03-19,1610612748,1610612765,Regular Season
2025-03-19,1610612750,1610612740,Regular Season
2025-03-19,1610612753,1610612745,Regular Season
2025-03-19,1610612754,1610612742,Regular Season
2025-03-19,1610612756,1610612741,Regular Season
2025-03-19,1610612757,1610612763,Regular Season
2025-03-19,1610612758,1610612739,Regular Season
2025-03-19,1610612759,1610612752,Regular Season
2025-03-19,1610612760,1610612755,Regular Season
2025-03-19,1610612762,1610612764,Regular Season
2025-03-20,1610612744,1610612761,Regular Season
2025-03-20,1610612747,1610612749,Regular Season
2025-03-20,1610612754,1610612751,Regular Season
2025-03-20,1610612758,1610612741,Regular Season
2025-03-20,1610612766,1610612752,Regular Season
2025-03-21,1610612742,1610612765,Regular Season
2025-03-21,1610612746,1610612763,Regular Season
2025-03-21,1610612748,1610612745,Regular Season
2025-03-21,1610612750,1610612740,Regular Season
2025-03-21,1610612756,1610612739,Regular Season
2025-03-21,1610612757,1610612743,Regular Season
2025-03-21,1610612759,1610612755,Regular Season
2025-03-21,1610612760,1610612766,Regular Season
2025-03-21,1610612762,1610612738,Regular Season
2025-03-21,1610612764,1610612753,Regular Season
2025-03-22,1610612737,1610612744,Regular Season
2025-03-22,1610612747,1610612741,Regular Season
2025-03-22,1610612752,1610612764,Regular Season
2025-03-22,1610612754,1610612751,Regular Season
2025-03-22,1610612758,1610612749,Regular Season
2025-03-23,1610612737,1610612755,Regular Season
2025-03-23,1610612745,1610612743,Regular Season
2025-03-23,1610612746,1610612760,Regular Season
2025-03-23,1610612748,1610612766,Regular Season
2025-03-23,1610612757,1610612738,Regular Season
2025-03-23,1610612761,1610612759,Regular Season
2025-03-23,1610612762,1610612739,Regular Season
2025-03-23,1610612765,1610612740,Regular Season
2025-03-24,1610612740,1610612755,Regular Season
2025-03-24,1610612743,1610612741,Regular Season
2025-03-24,1610612751,1610612742,Regular Season
2025-03-24,1610612753,1610612747,Regular Season
2025-03-24,1610612754,1610612750,Regular Season
2025-03-24,1610612756,1610612749,Regular Season
2025-03-24,1610612758,1610612738,Regular Season
2025-03-24,1610612764,1610612761,Regular Season
2025-03-25,1610612745,1610612737,Regular Season
2025-03-25,1610612748,1610612744,Regular Season
2025-03-25,1610612752,1610612742,Regular Season
2025-03-25,1610612757,1610612739,Regular Season
2025-03-25,1610612758,1610612760,Regular Season
2025-03-25,1610612762,1610612763,Regular Season
2025-03-25,1610612765,1610612759,Regular Season
2025-03-25,1610612766,1610612753,Regular Season
2025-03-26,1610612743,1610612749,Regular Season
2025-03-26,1610612751,1610612761,Regular Season
2025-03-26,1610612752,1610612746,Regular Season
2025-03-26,1610612754,1610612747,Regular Season
2025-03-26,1610612755,1610612764,Regular Season
2025-03-26,1610612756,1610612738,Regular Season
2025-03-27,1610612739,1610612759,Regular Season
2025-03-27,1610612741,1610612747,Regular Season
2025-03-27,1610612748,1610612737,Regular Season
2025-03-27,1610612753,1610612742,Regular Season
2025-03-27,1610612758,1610612757,Regular Season
2025-03-27,1610612760,1610612763,Regular Season
2025-03-27,1610612762,1610612745,Regular Season
2025-03-27,1610612764,1610612754,Regular Season
2025-03-28,1610612740,1610612744,Regular Season
2025-03-28,1610612743,1610612762,Regular Season
2025-03-28,1610612749,1610612752,Regular Season
2025-03-28,1610612750,1610612756,Regular Season
2025-03-28,1610612751,1610612746,Regular Season
2025-03-28,1610612761,1610612766,Regular Season
2025-03-28,1610612765,1610612739,Regular Season
2025-03-29,1610612741,1610612742,Regular Season
2025-03-29,1610612753,1610612758,Regular Season
2025-03-29,1610612755,1610612748,Regular Season
2025-03-29,1610612759,1610612738,Regular Season
2025-03-29,1610612760,1610612754,Regular Season
2025-03-29,1610612763,1610612747,Regular Season
2025-03-29,1610612764,1610612751,Regular Season
2025-03-30,1610612739,1610612746,Regular Season
2025-03-30,1610612740,1610612766,Regular Season
2025-03-30,1610612749,1610612737,Regular Season
2025-03-30,1610612750,1610612765,Regular Season
2025-03-30,1610612752,1610612757,Regular Season
2025-03-30,1610612755,1610612761,Regular Season
2025-03-30,1610612756,1610612745,Regular Season
2025-03-30,1610612759,1610612744,Regular Season
2025-03-31,1610612742,1610612751,Regular Season
2025-03-31,1610612747,1610612745,Regular Season
2025-03-31,1610612753,1610612746,Regular Season
2025-03-31,1610612754,1610612758,Regular Season
2025-03-31,1610612760,1610612741,Regular Season
2025-03-31,1610612763,1610612738,Regular Season
2025-03-31,1610612764,1610612748,Regular Season
2025-03-31,1610612766,1610612762,Regular Season
2025-04-01,1610612737,1610612757,Regular Season
2025-04-01,1610612741,1610612761,Regular Season
2025-04-01,1610612743,1610612750,Regular Season
2025-04-01,1610612749,1610612756,Regular Season
2025-04-01,1610612752,1610612755,Regular Season
2025-04-01,1610612759,1610612753,Regular Season
2025-04-01,1610612763,1610612744,Regular Season
2025-04-02,1610612738,1610612748,Regular Season
2025-04-02,1610612739,1610612752,Regular Season
2025-04-02,1610612742,1610612737,Regular Season
2025-04-02,1610612743,1610612759,Regular Season
2025-04-02,1610612745,1610612762,Regular Season
2025-04-02,1610612746,1610612740,Regular Season
2025-04-02,1610612754,1610612766,Regular Season
2025-04-02,1610612760,1610612765,Regular Season
2025-04-02,1610612764,1610612758,Regular Season
2025-04-03,1610612747,1610612744,Regular Season
2025-04-03,1610612748,1610612763,Regular Season
2025-04-03,1610612751,1610612750,Regular Season
2025-04-03,1610612755,1610612749,Regular Season
2025-04-03,1610612761,1610612757,Regular Season
2025-04-03,1610612764,1610612753,Regular Season
2025-04-04,1610612738,1610612756,Regular Season
2025-04-04,1610612741,1610612757,Regular Season
2025-04-04,1610612744,1610612743,Regular Season
2025-04-04,1610612745,1610612760,Regular Season
2025-04-04,1610612746,1610612742,Regular Season
2025-04-04,1610612747,1610612740,Regular Season
2025-04-04,1610612754,1610612762,Regular Season
2025-04-04,1610612759,1610612739,Regular Season
2025-04-04,1610612761,1610612765,Regular Season
2025-04-04,1610612766,1610612758,Regular Season
2025-04-05,1610612737,1610612752,Regular Season
2025-04-05,1610612746,1610612742,Regular Season
2025-04-05,1610612748,1610612749,Regular Season
2025-04-05,1610612755,1610612750,Regular Season
2025-04-05,1610612765,1610612763,Regular Season
2025-04-06,1610612737,1610612762,Regular Season
2025-04-06,1610612738,1610612764,Regular Season
2025-04-06,1610612739,1610612758,Regular Season
2025-04-06,1610612740,1610612749,Regular Season
2025-04-06,1610612743,1610612754,Regular Season
2025-04-06,1610612744,1610612745,Regular Season
2025-04-06,1610612751,1610612761,Regular Season
2025-04-06,1610612752,1610612756,Regular Season
2025-04-06,1610612757,1610612759,Regular Season
2025-04-06,1610612760,1610612747,Regular Season
2025-04-06,1610612766,1610612741,Regular Season
2025-04-07,1610612748,1610612755,Regular Season
2025-04-07,1610612765,1610612758,Regular Season
2025-04-08,1610612739,1610612741,Regular Season
2025-04-08,1610612746,1610612759,Regular Season
2025-04-08,1610612749,1610612750,Regular Season
2025-04-08,1610612751,1610612740,Regular Season
2025-04-08,1610612752,1610612738,Regular Season
2025-04-08,1610612753,1610612737,Regular Season
2025-04-08,1610612754,1610612764,Regular Season
2025-04-08,1610612756,1610612744,Regular Season
2025-04-08,1610612760,1610612747,Regular Season
2025-04-08,1610612766,1610612763,Regular Season
2025-04-09,1610612741,1610612748,Regular Season
2025-04-09,1610612742,1610612747,Regular Season
2025-04-09,1610612744,1610612759,Regular Season
2025-04-09,1610612746,1610612745,Regular Season
2025-04-09,1610612753,1610612738,Regular Season
2025-04-09,1610612756,1610612760,Regular Season
2025-04-09,1610612758,1610612743,Regular Season
2025-04-09,1610612761,1610612766,Regular Season
2025-04-09,1610612762,1610612757,Regular Season
2025-04-09,1610612764,1610612755,Regular Season
2025-04-10,1610612749,1610612740,Regular Season
2025-04-10,1610612751,1610612737,Regular Season
2025-04-10,1610612754,1610612739,Regular Season
2025-04-10,1610612763,1610612750,Regular Season
2025-04-10,1610612765,1610612752,Regular Season
2025-04-11,1610612738,1610612766,Regular Season
2025-04-11,1610612740,1610612748,Regular Season
2025-04-11,1610612741,1610612764,Regular Season
2025-04-11,1610612742,1610612761,Regular Season
2025-04-11,1610612743,1610612763,Regular Season
2025-04-11,1610612747,1610612745,Regular Season
2025-04-11,1610612750,1610612751,Regular Season
2025-04-11,1610612752,1610612739,Regular Season
