feature,gain,weight,cover
DIFF_MISC_FBPS_roll5_std,1460.0152587890625,25.0,2720.52001953125
DIFF_TRAD_DREB_roll5_mean,1455.62060546875,12.0,2426.5
DIFF_ADV_OREB_PCT_roll3_mean,1453.48583984375,19.0,3238.4736328125
DIFF_MISC_OPP_PITP_roll5_mean,1451.808837890625,41.0,11462.6826171875
DIFF_ADV_AST_RATIO_roll10_mean,1449.9732666015625,15.0,3839.7333984375
DIFF_SCOR_PCTPTS_FBPS_roll3_mean,1449.3544921875,22.0,1703.95458984375
DIFF_MISC_OPP_FBPS_roll3_std,1449.1546630859375,15.0,2598.466552734375
DIFF_TRAD_OREB_roll5_std,1447.1856689453125,32.0,2856.28125
DIFF_ADV_AST_TO_roll3_mean,1446.811279296875,31.0,3476.290283203125
DIFF_MISC_OPP_2ND_PTS_roll10_std,1444.8304443359375,45.0,6185.84423828125
DIFF_ADV_DEFRTG_roll5_std,1443.306396484375,29.0,2156.310302734375
DIFF_FF_TOV_PCT_roll10_std,1443.12353515625,10.0,1572.800048828125
DIFF_MISC_OPP_FBPS_roll5_std,1442.661865234375,45.0,4496.177734375
DIFF_TRAD_BLK_roll3_std,1441.6302490234375,55.0,6289.708984375
DIFF_ADV_AST_TO_roll5_mean,1439.1934814453125,24.0,4750.33349609375
DIFF_SCOR_PCTPTS_2PT_MR_roll5_mean,1438.3599853515625,21.0,2903.90478515625
DIFF_MISC_OPP_FBPS_roll10_std,1437.4552001953125,23.0,2975.173828125
DIFF_SCOR_PCTFGA_3PT_roll5_mean,1435.1785888671875,6.0,8087.5
DIFF_SCOR_PCTPTS_PITP_roll3_std,1432.682373046875,26.0,1907.5384521484375
DIFF_ADV_OREB_PCT_roll3_std,1431.8223876953125,14.0,1404.7142333984375
DIFF_TRAD_FTM_roll3_std,1431.0634765625,51.0,7376.58837890625
DIFF_SCOR_PCTPTS_3PT_roll3_std,1430.142333984375,21.0,4005.1904296875
DIFF_MISC_2ND_PTS_roll10_mean,1429.3355712890625,19.0,3649.842041015625
DIFF_MISC_PTS_OFF_TO_roll3_std,1427.24072265625,54.0,11300.2412109375
DIFF_SCOR_PCTPTS_2PT_MR_roll10_mean,1422.766357421875,20.0,3448.14990234375
DIFF_TRAD_3PA_roll5_std,1422.6495361328125,46.0,6381.21728515625
DIFF_ADV_OFFRTG_roll5_std,1418.40087890625,47.0,2788.127685546875
DIFF_MISC_FBPS_roll5_mean,1417.79150390625,15.0,5001.39990234375
DIFF_TRAD_TOV_roll3_std,1417.1900634765625,24.0,3101.708251953125
DIFF_FF_OPP_FTA_RATE_roll5_mean,1416.2950439453125,25.0,4587.68017578125
DIFF_TRAD_FGA_roll5_mean,1408.7586669921875,28.0,4871.0712890625
DIFF_TRAD_OREB_roll10_mean,1408.3896484375,17.0,3541.11767578125
DIFF_SCOR_PCTPTS_3PT_roll5_std,1407.8193359375,19.0,2722.684326171875
DIFF_ADV_PACE_roll3_std,1407.0018310546875,15.0,2434.39990234375
DIFF_TRAD_FGA_roll3_std,1405.7381591796875,42.0,5107.5712890625
DIFF_TRAD_FG_PCT_roll3_mean,1405.6153564453125,22.0,1647.8182373046875
DIFF_ADV_OREB_PCT_roll10_mean,1404.83740234375,17.0,3190.2353515625
DIFF_ADV_REB_PCT_roll5_mean,1403.152099609375,43.0,6203.9765625
DIFF_TRAD_PF_roll3_std,1402.2593994140625,44.0,7888.52294921875
DIFF_MISC_PITP_roll5_mean,1400.7039794921875,26.0,5489.9228515625
DIFF_SCOR_PCTPTS_2PT_roll5_std,1399.8822021484375,37.0,9045.5673828125
DIFF_TRAD_TOV_roll10_mean,1399.4622802734375,27.0,6518.66650390625
DIFF_SCOR_PCTPTS_2PT_MR_roll3_std,1398.0592041015625,30.0,4683.39990234375
DIFF_rest_days_roll5_mean,1398.0380859375,55.0,14210.63671875
DIFF_ADV_DREB_PCT_roll10_std,1396.7012939453125,24.0,2855.291748046875
DIFF_TRAD_3PM_roll5_std,1396.5020751953125,27.0,2817.5556640625
DIFF_ADV_OFFRTG_roll3_std,1396.3487548828125,32.0,1670.5
DIFF_SCOR_PCTFGA_2PT_roll5_std,1392.5474853515625,21.0,4548.380859375
DIFF_MISC_PITP_roll10_std,1391.412109375,18.0,1418.3333740234375
DIFF_MISC_OPP_FBPS_roll5_mean,1390.9422607421875,69.0,12137.2177734375
DIFF_TRAD_FTA_roll5_std,1390.2264404296875,19.0,7466.89453125
DIFF_SCOR_3FGM__PCTUAST_roll10_std,1389.9188232421875,19.0,2157.4736328125
DIFF_FF_OPP_FTA_RATE_roll5_std,1389.647705078125,38.0,4200.36865234375
DIFF_SCOR_PCTPTS_FT_roll5_std,1388.3682861328125,38.0,7981.4736328125
DIFF_ADV_TS_PCT_roll5_std,1388.2254638671875,24.0,4570.66650390625
DIFF_FF_OPP_EFG_PCT_roll5_std,1386.4241943359375,29.0,2941.6552734375
DIFF_SCOR_PCTPTS_2PT_roll3_mean,1386.0828857421875,14.0,1409.0
DIFF_SCOR_PCTFGA_3PT_roll3_mean,1384.648193359375,11.0,4267.45458984375
DIFF_ADV_OREB_PCT_roll5_std,1384.08935546875,15.0,4425.86669921875
DIFF_MISC_OPP_PITP_roll10_std,1383.41357421875,37.0,5423.6484375
DIFF_FF_OREB_PCT_roll5_std,1382.444091796875,8.0,1916.625
DIFF_TRAD_OREB_roll3_mean,1382.2685546875,17.0,1719.3529052734375
DIFF_SCOR_2FGM__PCTAST_roll5_std,1381.9012451171875,32.0,2962.65625
DIFF_SCOR_PCTPTS_PITP_roll10_std,1380.75439453125,44.0,4919.27294921875
DIFF_TRAD_3PA_roll3_mean,1379.7745361328125,60.0,15352.3662109375
DIFF_MISC_OPP_PITP_roll5_std,1379.70263671875,20.0,3965.449951171875
DIFF_TRAD_3PA_roll10_std,1375.39306640625,44.0,5472.1591796875
DIFF_MISC_FBPS_roll10_std,1375.22509765625,24.0,1023.25
DIFF_TRAD_BLK_roll3_mean,1373.589111328125,29.0,3677.413818359375
DIFF_TRAD_FTA_roll10_std,1372.8663330078125,15.0,2380.333251953125
DIFF_FF_OPP_EFG_PCT_roll10_std,1371.838134765625,52.0,8467.4228515625
DIFF_TRAD_DREB_roll5_std,1371.6854248046875,26.0,6056.884765625
DIFF_MISC_OPP_2ND_PTS_roll3_std,1371.3760986328125,24.0,569.2083129882812
DIFF_TRAD_BLK_roll5_std,1370.160888671875,28.0,3636.392822265625
DIFF_MISC_OPP_PTS_OFF_TO_roll5_std,1370.099365234375,22.0,3692.818115234375
DIFF_FF_TOV_PCT_roll10_mean,1369.9521484375,12.0,7226.91650390625
DIFF_MISC_2ND_PTS_roll10_std,1368.5560302734375,39.0,2606.923095703125
DIFF_FF_OPP_EFG_PCT_roll3_mean,1368.4371337890625,23.0,2963.826171875
DIFF_TRAD_REB_roll5_mean,1367.8900146484375,15.0,2695.466552734375
DIFF_FF_TOV_PCT_roll3_mean,1367.887451171875,10.0,5826.89990234375
DIFF_ADV_PACE_roll10_std,1367.5008544921875,40.0,8926.9248046875
DIFF_ADV_EFG_PCT_roll3_std,1366.30517578125,31.0,6579.12890625
DIFF_SCOR_PCTFGA_2PT_roll10_std,1365.9359130859375,23.0,1168.3043212890625
DIFF_FF_OPP_OREB_PCT_roll5_mean,1365.365234375,15.0,4177.33349609375
DIFF_TRAD_OREB_roll10_std,1364.4237060546875,18.0,1617.111083984375
DIFF_TRAD_FT_PCT_roll10_std,1364.083740234375,31.0,3847.838623046875
DIFF_ADV_PACE_roll5_mean,1362.979736328125,54.0,6969.111328125
DIFF_SCOR_PCTPTS_FT_roll3_mean,1362.0760498046875,14.0,1952.9285888671875
DIFF_TRAD_PF_roll3_mean,1361.5997314453125,22.0,4339.63623046875
DIFF_SCOR_PCTPTS_FT_roll10_std,1361.287841796875,41.0,6445.8291015625
DIFF_SCOR_PCTPTS_2PT_MR_roll5_std,1359.6019287109375,37.0,6839.54052734375
DIFF_TRAD_FTM_roll5_mean,1359.206298828125,18.0,8989.6669921875
DIFF_TRAD_3PM_roll10_std,1356.8551025390625,29.0,2414.034423828125
DIFF_TRAD_FGA_roll10_mean,1356.1910400390625,30.0,7667.06689453125
DIFF_MISC_OPP_PTS_OFF_TO_roll3_std,1355.404296875,24.0,1761.9166259765625
DIFF_TRAD_REB_roll10_std,1353.9449462890625,45.0,8833.5107421875
DIFF_ADV_AST_RATIO_roll3_std,1353.350830078125,38.0,7379.36865234375
DIFF_MISC_OPP_2ND_PTS_roll3_mean,1351.8607177734375,36.0,2851.9443359375
DIFF_TRAD_FGA_roll5_std,1351.620361328125,46.0,9220.4560546875
DIFF_SCOR_PCTPTS_FT_roll3_std,1350.6015625,21.0,3966.71435546875
DIFF_SCOR_2FGM__PCTUAST_roll10_std,1350.146240234375,8.0,6946.625
DIFF_FF_OPP_TOV_PCT_roll5_std,1349.46484375,41.0,5563.8291015625
DIFF_TRAD_FG_PCT_roll5_mean,1343.4593505859375,19.0,2945.26318359375
DIFF_TRAD_STL_roll5_mean,1340.8272705078125,14.0,3582.71435546875
DIFF_TRAD_BLK_roll10_mean,1337.9376220703125,37.0,13656.9462890625
DIFF_ADV_AST_PCT_roll3_mean,1336.35986328125,13.0,1157.3846435546875
DIFF_MISC_OPP_2ND_PTS_roll5_std,1334.6060791015625,31.0,2346.258056640625
DIFF_FF_OPP_FTA_RATE_roll3_std,1333.4278564453125,13.0,1138.923095703125
DIFF_SCOR_FGM__PCTUAST_roll5_mean,1332.6884765625,2.0,5355.5
DIFF_TRAD_FTA_roll5_mean,1332.571044921875,18.0,6919.888671875
DIFF_ADV_REB_PCT_roll10_std,1331.711181640625,20.0,3145.199951171875
DIFF_FF_EFG_PCT_roll5_std,1331.1766357421875,12.0,2913.75
DIFF_FF_OPP_EFG_PCT_roll3_std,1330.989990234375,46.0,5263.71728515625
DIFF_ADV_DREB_PCT_roll5_std,1328.1793212890625,23.0,1838.434814453125
DIFF_ADV_PACE_roll10_mean,1327.885498046875,31.0,6546.70947265625
DIFF_FF_OPP_TOV_PCT_roll3_std,1326.8466796875,74.0,10354.7568359375
DIFF_SCOR_PCTPTS_OFF_TO_roll5_mean,1326.69921875,23.0,7234.0869140625
DIFF_FF_EFG_PCT_roll3_std,1326.5233154296875,12.0,2352.666748046875
DIFF_ADV_TOV_PCT_roll5_mean,1323.978759765625,20.0,2304.949951171875
DIFF_TRAD_REB_roll10_mean,1323.403564453125,34.0,13010.912109375
DIFF_FF_OPP_TOV_PCT_roll10_std,1322.025146484375,48.0,3480.125
DIFF_TRAD_DREB_roll10_std,1321.325927734375,20.0,2496.10009765625
DIFF_ADV_OREB_PCT_roll5_mean,1320.8275146484375,20.0,2549.39990234375
DIFF_TRAD_TOV_roll5_mean,1320.404296875,33.0,3802.39404296875
DIFF_SCOR_PCTPTS_3PT_roll5_mean,1320.1414794921875,11.0,4742.9091796875
DIFF_SCOR_PCTPTS_FBPS_roll10_std,1319.323486328125,31.0,1673.9031982421875
DIFF_MISC_FBPS_roll3_mean,1319.0621337890625,12.0,4897.25
DIFF_ADV_DREB_PCT_roll10_mean,1318.677490234375,27.0,1594.5555419921875
DIFF_SCOR_PCTFGA_3PT_roll5_std,1318.122314453125,12.0,9510.0
DIFF_ADV_DREB_PCT_roll5_mean,1317.7742919921875,30.0,4993.2001953125
DIFF_TRAD_STL_roll10_std,1313.76806640625,60.0,5363.81689453125
DIFF_TRAD_FT_PCT_roll5_std,1311.75439453125,34.0,4913.7646484375
DIFF_TRAD_FT_PCT_roll3_std,1311.4990234375,55.0,5977.21826171875
DIFF_ADV_AST_PCT_roll5_mean,1311.3165283203125,7.0,3489.857177734375
DIFF_TRAD_AST_roll3_std,1310.190673828125,26.0,3085.884521484375
DIFF_ADV_TOV_PCT_roll5_std,1308.787841796875,25.0,4893.8798828125
DIFF_TRAD_FGA_roll10_std,1308.5369873046875,50.0,8118.3798828125
DIFF_FF_OPP_TOV_PCT_roll10_mean,1307.66943359375,36.0,7100.97216796875
DIFF_MISC_PTS_OFF_TO_roll10_std,1306.83984375,37.0,5972.45947265625
DIFF_MISC_OPP_PITP_roll3_mean,1305.9169921875,34.0,9911.8232421875
DIFF_ADV_PACE_roll5_std,1303.9923095703125,48.0,8527.4794921875
DIFF_SCOR_PCTPTS_FT_roll10_mean,1303.5186767578125,24.0,5490.04150390625
DIFF_TRAD_STL_roll3_std,1301.54248046875,39.0,4483.43603515625
DIFF_SCOR_3FGM__PCTUAST_roll3_mean,1297.6553955078125,26.0,4662.26904296875
DIFF_MISC_2ND_PTS_roll5_mean,1296.276123046875,24.0,4825.58349609375
DIFF_SCOR_PCTPTS_3PT_roll3_mean,1296.194091796875,20.0,3964.35009765625
DIFF_FF_FTA_RATE_roll10_mean,1295.890380859375,20.0,1682.5999755859375
DIFF_TRAD_STL_roll10_mean,1295.3671875,51.0,10795.078125
DIFF_MISC_OPP_PITP_roll3_std,1295.1268310546875,50.0,8229.2998046875
DIFF_FF_OREB_PCT_roll3_mean,1293.1968994140625,12.0,7615.33349609375
DIFF_TRAD_AST_roll10_std,1292.9791259765625,43.0,9194.232421875
DIFF_ADV_AST_TO_roll10_std,1288.881591796875,52.0,14255.0380859375
DIFF_MISC_OPP_PTS_OFF_TO_roll10_std,1287.69775390625,26.0,1821.576904296875
DIFF_ADV_TOV_PCT_roll3_mean,1287.5167236328125,14.0,7607.5
DIFF_FF_OREB_PCT_roll3_std,1286.976318359375,27.0,8047.25927734375
DIFF_SCOR_3FGM__PCTAST_roll3_std,1286.8902587890625,10.0,6561.0
DIFF_SCOR_PCTPTS_OFF_TO_roll3_std,1285.8021240234375,39.0,7299.43603515625
DIFF_FF_OPP_OREB_PCT_roll10_std,1284.4388427734375,16.0,4183.625
DIFF_FF_OPP_OREB_PCT_roll5_std,1283.7855224609375,12.0,2705.083251953125
DIFF_ADV_TS_PCT_roll10_std,1280.2027587890625,29.0,2654.27587890625
DIFF_SCOR_PCTPTS_FBPS_roll5_std,1277.8458251953125,22.0,2566.4091796875
DIFF_MISC_PTS_OFF_TO_roll5_std,1277.5281982421875,24.0,6805.66650390625
DIFF_MISC_2ND_PTS_roll3_std,1275.712158203125,30.0,6009.7001953125
DIFF_TRAD_FG_PCT_roll3_std,1271.99072265625,16.0,3896.125
DIFF_MISC_FBPS_roll10_mean,1271.3660888671875,36.0,8857.0556640625
DIFF_ADV_REB_PCT_roll3_mean,1269.155517578125,27.0,2715.22216796875
DIFF_TRAD_FT_PCT_roll5_mean,1266.1353759765625,19.0,4030.315673828125
DIFF_SCOR_3FGM__PCTUAST_roll5_mean,1263.3612060546875,28.0,9139.642578125
DIFF_MISC_OPP_PTS_OFF_TO_roll3_mean,1262.733642578125,19.0,5015.5791015625
DIFF_FF_FTA_RATE_roll3_std,1262.560546875,42.0,8999.0
DIFF_ADV_DEFRTG_roll10_std,1261.807373046875,47.0,7225.404296875
DIFF_SCOR_PCTPTS_PITP_roll3_mean,1261.26953125,34.0,10808.2939453125
DIFF_ADV_AST_PCT_roll3_std,1260.329833984375,21.0,4839.23828125
DIFF_MISC_2ND_PTS_roll5_std,1259.3792724609375,29.0,1830.27587890625
DIFF_TRAD_TOV_roll3_mean,1259.0833740234375,19.0,7311.78955078125
DIFF_ADV_EFG_PCT_roll5_std,1256.5428466796875,15.0,2827.466552734375
DIFF_FF_OREB_PCT_roll10_std,1253.3489990234375,21.0,12731.2861328125
DIFF_SCOR_3FGM__PCTUAST_roll5_std,1253.338623046875,34.0,4360.470703125
DIFF_TRAD_BLK_roll5_mean,1252.331787109375,36.0,7363.0556640625
DIFF_TRAD_AST_roll5_std,1251.4769287109375,43.0,9148.53515625
DIFF_SCOR_PCTPTS_FBPS_roll5_mean,1251.080810546875,35.0,9716.5146484375
DIFF_TRAD_FGM_roll10_mean,1250.4044189453125,25.0,12347.599609375
DIFF_SCOR_2FGM__PCTAST_roll5_mean,1249.040283203125,31.0,13460.677734375
DIFF_TRAD_FT_PCT_roll10_mean,1248.0706787109375,39.0,9321.0517578125
DIFF_ADV_REB_PCT_roll5_std,1247.761474609375,33.0,11067.060546875
DIFF_ADV_TOV_PCT_roll3_std,1246.2579345703125,22.0,1058.8182373046875
DIFF_SCOR_FGM__PCTAST_roll5_std,1245.8770751953125,11.0,1729.727294921875
DIFF_TRAD_PF_roll10_std,1245.7711181640625,28.0,3296.0
DIFF_SCOR_PCTFGA_3PT_roll10_std,1244.655517578125,13.0,13779.4619140625
DIFF_rest_days_roll3_mean,1244.448974609375,49.0,16730.01953125
DIFF_MISC_PITP_roll3_mean,1242.4849853515625,27.0,6410.33349609375
DIFF_SCOR_FGM__PCTUAST_roll10_mean,1241.1519775390625,2.0,7253.0
DIFF_TRAD_3PM_roll5_mean,1240.7835693359375,13.0,1131.0
DIFF_FF_OREB_PCT_roll5_mean,1239.92919921875,12.0,802.6666870117188
DIFF_TRAD_REB_roll5_std,1239.2403564453125,37.0,8444.2431640625
DIFF_MISC_PITP_roll3_std,1239.0421142578125,28.0,3568.857177734375
DIFF_FF_OPP_FTA_RATE_roll3_mean,1238.91162109375,32.0,8985.875
DIFF_MISC_PITP_roll5_std,1238.6307373046875,23.0,7079.95654296875
DIFF_MISC_OPP_2ND_PTS_roll5_mean,1237.1783447265625,29.0,5785.6552734375
DIFF_TRAD_FGM_roll5_std,1237.0938720703125,33.0,4010.51513671875
DIFF_TRAD_OREB_roll5_mean,1235.535888671875,20.0,9205.0
DIFF_TRAD_FTM_roll3_mean,1233.6842041015625,24.0,8516.7080078125
DIFF_TRAD_3PM_roll3_std,1233.2606201171875,43.0,7918.20947265625
DIFF_SCOR_PCTPTS_PITP_roll5_mean,1231.9715576171875,15.0,9443.93359375
DIFF_MISC_OPP_FBPS_roll3_mean,1227.19921875,21.0,1618.7142333984375
DIFF_ADV_AST_RATIO_roll3_mean,1224.8592529296875,27.0,8759.0
DIFF_TRAD_DREB_roll3_std,1222.845458984375,41.0,9793.2685546875
DIFF_MISC_2ND_PTS_roll3_mean,1221.032470703125,10.0,691.2000122070312
DIFF_FF_OPP_OREB_PCT_roll3_std,1220.86669921875,23.0,10048.130859375
DIFF_SCOR_2FGM__PCTUAST_roll3_mean,1220.27880859375,16.0,13480.75
DIFF_SCOR_2FGM__PCTAST_roll3_mean,1220.261962890625,21.0,8445.4765625
DIFF_TRAD_FTM_roll10_std,1219.648681640625,44.0,10483.4091796875
DIFF_SCOR_3FGM__PCTAST_roll5_std,1218.3856201171875,30.0,9623.3330078125
DIFF_SCOR_3FGM__PCTAST_roll3_mean,1212.6427001953125,27.0,4673.5185546875
DIFF_TRAD_FGM_roll10_std,1208.81005859375,30.0,5736.033203125
DIFF_SCOR_PCTPTS_OFF_TO_roll5_std,1205.7880859375,25.0,4438.60009765625
DIFF_SCOR_PCTFGA_2PT_roll3_std,1205.2310791015625,33.0,6628.0
DIFF_SCOR_PCTPTS_FBPS_roll10_mean,1204.6419677734375,19.0,1527.4210205078125
DIFF_MISC_OPP_PTS_OFF_TO_roll5_mean,1203.853271484375,42.0,7740.52392578125
DIFF_TRAD_FT_PCT_roll3_mean,1203.7193603515625,21.0,2787.47607421875
DIFF_TRAD_PF_roll5_std,1202.2581787109375,25.0,8977.2802734375
DIFF_TRAD_REB_roll3_mean,1200.9744873046875,26.0,2281.8076171875
DIFF_SCOR_PCTPTS_FBPS_roll3_std,1200.6080322265625,38.0,8462.052734375
DIFF_TRAD_3P_PCT_roll10_std,1200.4693603515625,36.0,7670.5556640625
DIFF_TRAD_REB_roll3_std,1199.3221435546875,24.0,5208.375
DIFF_ADV_REB_PCT_roll3_std,1197.791748046875,29.0,4232.103515625
DIFF_ADV_DREB_PCT_roll3_std,1197.4454345703125,43.0,8723.744140625
